source,target,relation,subject,weight
N00980,N00883,depends_on,操作系统,0.403
N01071,N00825,optimized_by,操作系统,0.576
N01497,N00883,implemented_by,操作系统,0.555
N01077,N01258,evaluates,操作系统,0.716
N01485,N01531,part_of,操作系统,0.542
N01614,N01315,is_a,操作系统,0.941
N01385,N01439,part_of,操作系统,0.652
N01398,N01363,optimized_by,操作系统,0.48
N01411,N01159,compared_with,操作系统,0.634
N01124,N00997,evaluates,操作系统,0.599
N01033,N00928,depends_on,操作系统,0.52
N01567,N01118,evaluates,操作系统,0.484
N00895,N01596,part_of,操作系统,0.687
N01032,N00821,compared_with,操作系统,0.904
N01285,N01157,part_of,操作系统,0.601
N00949,N01114,evaluates,操作系统,0.743
N01297,N01537,evaluates,操作系统,0.668
N00832,N01010,evaluates,操作系统,0.699
N00962,N00838,evaluates,操作系统,0.6
N00877,N01497,is_a,操作系统,0.504
N00858,N01514,evaluates,操作系统,0.834
N01324,N01559,part_of,操作系统,0.895
N01067,N00957,uses,操作系统,0.698
N00868,N01495,part_of,操作系统,0.955
N01473,N00883,is_a,操作系统,0.799
N01199,N01092,is_a,操作系统,0.912
N01504,N01507,compared_with,操作系统,0.973
N01493,N01265,evaluates,操作系统,0.636
N01089,N01570,implemented_by,操作系统,0.67
N01253,N01369,compared_with,操作系统,0.777
N01385,N01544,depends_on,操作系统,0.821
N01544,N01093,implemented_by,操作系统,0.423
N01059,N01305,is_a,操作系统,0.415
N00852,N01410,compared_with,操作系统,0.444
N00984,N01352,optimized_by,操作系统,0.626
N01221,N01284,is_a,操作系统,0.821
N01562,N00946,optimized_by,操作系统,0.422
N01102,N01455,implemented_by,操作系统,0.712
N01159,N01531,uses,操作系统,0.409
N01355,N00890,compared_with,操作系统,0.527
N01157,N01363,uses,操作系统,0.412
N01203,N01426,uses,操作系统,0.856
N01204,N01083,evaluates,操作系统,0.404
N01317,N01462,part_of,操作系统,0.787
N01415,N01310,part_of,操作系统,0.783
N01256,N01107,optimized_by,操作系统,0.784
N01047,N01071,optimized_by,操作系统,0.474
N01240,N01592,optimized_by,操作系统,0.85
N00821,N00823,is_a,操作系统,0.978
N01593,N01019,part_of,操作系统,0.607
N01389,N01428,compared_with,操作系统,0.632
N00821,N01305,optimized_by,操作系统,0.827
N01160,N01376,evaluates,操作系统,0.814
N01255,N01314,compared_with,操作系统,0.89
N01381,N00953,compared_with,操作系统,0.709
N00946,N00934,depends_on,操作系统,0.5
N01250,N00831,part_of,操作系统,0.648
N01138,N01537,evaluates,操作系统,0.414
N01372,N01136,is_a,操作系统,0.646
N00993,N01304,compared_with,操作系统,0.796
N01277,N01234,compared_with,操作系统,0.61
N01541,N01179,depends_on,操作系统,0.684
N01245,N01223,compared_with,操作系统,0.86
N00906,N01022,depends_on,操作系统,0.645
N01471,N01254,implemented_by,操作系统,0.411
N01291,N01579,compared_with,操作系统,0.456
N01604,N00992,is_a,操作系统,0.507
N01270,N01356,compared_with,操作系统,0.579
N00945,N00843,depends_on,操作系统,0.789
N01564,N01057,compared_with,操作系统,0.671
N01576,N01320,part_of,操作系统,0.918
N01514,N01339,uses,操作系统,0.641
N01521,N00931,implemented_by,操作系统,0.508
N01261,N01569,optimized_by,操作系统,0.573
N01311,N00960,evaluates,操作系统,0.702
N00866,N00918,is_a,操作系统,0.825
N00958,N01248,optimized_by,操作系统,0.509
N01523,N01584,optimized_by,操作系统,0.444
N01219,N01178,compared_with,操作系统,0.848
N01510,N01282,depends_on,操作系统,0.734
N01374,N00959,part_of,操作系统,0.88
N00955,N01364,implemented_by,操作系统,0.585
N01353,N01244,evaluates,操作系统,0.53
N01492,N01081,implemented_by,操作系统,0.487
N01458,N01021,part_of,操作系统,0.85
N01271,N01375,compared_with,操作系统,0.769
N01440,N01331,uses,操作系统,0.803
N00945,N00942,compared_with,操作系统,0.831
N01316,N01283,is_a,操作系统,0.677
N01369,N01211,part_of,操作系统,0.832
N01159,N01490,optimized_by,操作系统,0.631
N01411,N01331,uses,操作系统,0.678
N00935,N01014,part_of,操作系统,0.657
N01446,N01303,optimized_by,操作系统,0.925
N01498,N01621,compared_with,操作系统,0.642
N01477,N01505,evaluates,操作系统,0.763
N01304,N01521,uses,操作系统,0.697
N01373,N01164,compared_with,操作系统,0.932
N01473,N01322,compared_with,操作系统,0.463
N01186,N01314,evaluates,操作系统,0.562
N01248,N00908,evaluates,操作系统,0.547
N00920,N01620,uses,操作系统,0.779
N01057,N01370,implemented_by,操作系统,0.433
N00820,N01145,uses,操作系统,0.754
N01326,N01200,part_of,操作系统,0.785
N01120,N01151,depends_on,操作系统,0.439
N01178,N01324,evaluates,操作系统,0.604
N01183,N01184,optimized_by,操作系统,0.593
N01362,N01311,part_of,操作系统,0.941
N01558,N00864,evaluates,操作系统,0.69
N01080,N01270,uses,操作系统,0.934
N01543,N01406,evaluates,操作系统,0.67
N01466,N01527,compared_with,操作系统,0.815
N00830,N01082,uses,操作系统,0.421
N01238,N01025,evaluates,操作系统,0.817
N01466,N00854,implemented_by,操作系统,0.517
N00991,N01275,part_of,操作系统,0.868
N01138,N01185,compared_with,操作系统,0.913
N01499,N01459,uses,操作系统,0.687
N00852,N01440,evaluates,操作系统,0.894
N00852,N01201,depends_on,操作系统,0.902
N00930,N01189,implemented_by,操作系统,0.529
N00938,N01229,implemented_by,操作系统,0.919
N01459,N01498,optimized_by,操作系统,0.745
N01207,N01124,optimized_by,操作系统,0.476
N01565,N01359,implemented_by,操作系统,0.588
N01049,N01287,compared_with,操作系统,0.401
N00916,N00899,compared_with,操作系统,0.72
N01236,N01011,implemented_by,操作系统,0.465
N01202,N01616,compared_with,操作系统,0.949
N01504,N01537,part_of,操作系统,0.684
N01578,N01613,is_a,操作系统,0.704
N00976,N01160,optimized_by,操作系统,0.931
N00979,N00822,uses,操作系统,0.543
N01561,N01525,compared_with,操作系统,0.717
N00990,N00849,uses,操作系统,0.408
N01469,N01491,depends_on,操作系统,0.801
N01368,N01382,evaluates,操作系统,0.777
N01176,N01226,depends_on,操作系统,0.557
N01051,N01038,part_of,操作系统,0.882
N01189,N01464,optimized_by,操作系统,0.703
N00948,N01494,implemented_by,操作系统,0.51
N01527,N01620,evaluates,操作系统,0.637
N01213,N01320,compared_with,操作系统,0.589
N01163,N01094,uses,操作系统,0.906
N01251,N00906,part_of,操作系统,0.959
N00942,N00817,uses,操作系统,0.699
N01075,N01199,is_a,操作系统,0.808
N01295,N01407,depends_on,操作系统,0.881
N00834,N01274,optimized_by,操作系统,0.604
N01190,N01338,evaluates,操作系统,0.414
N01257,N01599,uses,操作系统,0.562
N01159,N01368,depends_on,操作系统,0.401
N01129,N01546,optimized_by,操作系统,0.595
N01489,N00887,uses,操作系统,0.541
N01013,N01195,compared_with,操作系统,0.618
N01123,N01546,implemented_by,操作系统,0.731
N01611,N01028,implemented_by,操作系统,0.409
N01499,N00976,compared_with,操作系统,0.536
N01171,N00898,evaluates,操作系统,0.542
N01113,N01339,implemented_by,操作系统,0.939
N00839,N00819,part_of,操作系统,0.434
N00912,N01471,is_a,操作系统,0.483
N00814,N01194,is_a,操作系统,0.684
N00923,N00853,compared_with,操作系统,0.485
N01290,N01184,uses,操作系统,0.944
N01083,N00944,implemented_by,操作系统,0.839
N01196,N00970,is_a,操作系统,0.588
N01391,N00945,is_a,操作系统,0.747
N01587,N00855,is_a,操作系统,0.552
N01415,N01343,depends_on,操作系统,0.711
N01422,N00867,evaluates,操作系统,0.58
N01166,N01076,evaluates,操作系统,0.843
N01484,N01132,uses,操作系统,0.687
N00997,N01024,optimized_by,操作系统,0.672
N01560,N00871,compared_with,操作系统,0.842
N00848,N01132,compared_with,操作系统,0.546
N00977,N00898,optimized_by,操作系统,0.656
N01462,N01384,is_a,操作系统,0.614
N01167,N01230,uses,操作系统,0.802
N01275,N00849,is_a,操作系统,0.869
N01231,N01193,evaluates,操作系统,0.931
N01399,N00973,optimized_by,操作系统,0.713
N01614,N01483,depends_on,操作系统,0.814
N01286,N01460,uses,操作系统,0.883
N01055,N01520,depends_on,操作系统,0.972
N01343,N01470,implemented_by,操作系统,0.449
N01256,N01397,part_of,操作系统,0.714
N00843,N01442,implemented_by,操作系统,0.574
N01384,N01534,uses,操作系统,0.738
N01436,N01131,compared_with,操作系统,0.693
N01488,N01486,uses,操作系统,0.731
N00970,N00986,is_a,操作系统,0.571
N00937,N00884,optimized_by,操作系统,0.878
N01136,N01615,compared_with,操作系统,0.958
N01185,N01508,implemented_by,操作系统,0.46
N01569,N00940,part_of,操作系统,0.525
N01116,N00957,is_a,操作系统,0.639
N01502,N00943,optimized_by,操作系统,0.496
N01534,N01421,compared_with,操作系统,0.881
N01386,N00983,uses,操作系统,0.57
N01167,N01433,uses,操作系统,0.613
N00929,N01617,is_a,操作系统,0.497
N01439,N01150,compared_with,操作系统,0.654
N01317,N01478,part_of,操作系统,0.69
N00823,N00932,compared_with,操作系统,0.527
N01313,N01024,is_a,操作系统,0.511
N01043,N01157,evaluates,操作系统,0.438
N01312,N00921,part_of,操作系统,0.829
N01360,N01219,uses,操作系统,0.576
N00846,N01518,uses,操作系统,0.618
N01029,N01204,part_of,操作系统,0.536
N01622,N01206,optimized_by,操作系统,0.655
N01025,N01140,compared_with,操作系统,0.83
N01010,N01205,implemented_by,操作系统,0.564
N01272,N01201,optimized_by,操作系统,0.754
N01552,N01336,part_of,操作系统,0.741
N01558,N01085,uses,操作系统,0.894
N01420,N01574,implemented_by,操作系统,0.447
N01323,N01572,uses,操作系统,0.632
N01514,N01437,part_of,操作系统,0.976
N01063,N01046,implemented_by,操作系统,0.433
N01410,N00853,compared_with,操作系统,0.41
N01114,N01452,implemented_by,操作系统,0.86
N01376,N01246,evaluates,操作系统,0.778
N01103,N01220,depends_on,操作系统,0.652
N00828,N01023,depends_on,操作系统,0.883
N01013,N01617,is_a,操作系统,0.979
N01184,N01529,uses,操作系统,0.743
N01368,N01430,is_a,操作系统,0.89
N00919,N01607,is_a,操作系统,0.886
N01083,N01530,depends_on,操作系统,0.769
N01131,N01255,evaluates,操作系统,0.482
N00870,N01426,part_of,操作系统,0.822
N01219,N01367,uses,操作系统,0.415
N01437,N01277,is_a,操作系统,0.579
N01357,N01103,optimized_by,操作系统,0.651
N01615,N00834,depends_on,操作系统,0.538
N01221,N01336,is_a,操作系统,0.823
N01610,N01482,implemented_by,操作系统,0.741
N01162,N01282,optimized_by,操作系统,0.619
N01292,N01002,optimized_by,操作系统,0.506
N01233,N01572,implemented_by,操作系统,0.889
N01622,N01192,depends_on,操作系统,0.74
N01593,N01046,evaluates,操作系统,0.47
N01263,N01251,depends_on,操作系统,0.478
N00906,N01193,implemented_by,操作系统,0.403
N01617,N01564,compared_with,操作系统,0.873
N00940,N01040,evaluates,操作系统,0.599
N01290,N01113,compared_with,操作系统,0.896
N01543,N01014,is_a,操作系统,0.498
N01560,N01074,part_of,操作系统,0.491
N00986,N01482,optimized_by,操作系统,0.58
N01450,N01577,uses,操作系统,0.425
N01099,N01552,evaluates,操作系统,0.943
N01292,N01274,optimized_by,操作系统,0.438
N01502,N01173,compared_with,操作系统,0.663
N01065,N01170,uses,操作系统,0.868
N00988,N01145,evaluates,操作系统,0.527
N01022,N00916,compared_with,操作系统,0.462
N01370,N00902,compared_with,操作系统,0.59
N01250,N01234,depends_on,操作系统,0.943
N01295,N00898,depends_on,操作系统,0.978
N01198,N01171,compared_with,操作系统,0.813
N01216,N01054,depends_on,操作系统,0.604
N01470,N01438,part_of,操作系统,0.522
N01399,N01081,implemented_by,操作系统,0.722
N01358,N01322,implemented_by,操作系统,0.769
N01313,N01011,optimized_by,操作系统,0.853
N01519,N00942,uses,操作系统,0.931
N01336,N01352,part_of,操作系统,0.83
N01212,N01597,part_of,操作系统,0.444
N01451,N01255,part_of,操作系统,0.503
N01147,N01217,is_a,操作系统,0.833
N00956,N01187,part_of,操作系统,0.6
N01406,N01281,optimized_by,操作系统,0.716
N01535,N01084,compared_with,操作系统,0.712
N00920,N00983,compared_with,操作系统,0.83
N01118,N01596,evaluates,操作系统,0.438
N01058,N01613,implemented_by,操作系统,0.533
N01186,N01184,evaluates,操作系统,0.798
N01283,N00988,evaluates,操作系统,0.503
N01909,N01813,uses,计算机网络,0.61
N02360,N02269,optimized_by,计算机网络,0.437
N02058,N02010,optimized_by,计算机网络,0.583
N01715,N01741,uses,计算机网络,0.559
N01687,N02058,part_of,计算机网络,0.904
N01851,N02070,optimized_by,计算机网络,0.433
N01829,N01937,depends_on,计算机网络,0.411
N02205,N02396,depends_on,计算机网络,0.845
N01924,N02275,implemented_by,计算机网络,0.723
N02035,N01834,part_of,计算机网络,0.449
N01969,N01995,depends_on,计算机网络,0.727
N02090,N02021,part_of,计算机网络,0.648
N01641,N02254,part_of,计算机网络,0.939
N02378,N02109,optimized_by,计算机网络,0.487
N01837,N02216,optimized_by,计算机网络,0.715
N02173,N01914,optimized_by,计算机网络,0.727
N01762,N02125,uses,计算机网络,0.658
N02310,N02279,depends_on,计算机网络,0.454
N01649,N02304,part_of,计算机网络,0.484
N01720,N02393,evaluates,计算机网络,0.575
N02077,N01935,implemented_by,计算机网络,0.934
N01756,N02369,compared_with,计算机网络,0.669
N02407,N01687,depends_on,计算机网络,0.948
N02214,N02001,implemented_by,计算机网络,0.856
N01688,N02189,part_of,计算机网络,0.539
N01793,N02233,is_a,计算机网络,0.442
N02107,N02085,optimized_by,计算机网络,0.788
N02179,N02151,part_of,计算机网络,0.957
N02268,N01917,uses,计算机网络,0.86
N01828,N01910,evaluates,计算机网络,0.663
N01879,N01796,evaluates,计算机网络,0.733
N02099,N02185,implemented_by,计算机网络,0.553
N01758,N01796,is_a,计算机网络,0.606
N02277,N02133,depends_on,计算机网络,0.796
N02299,N02342,part_of,计算机网络,0.459
N02288,N02101,depends_on,计算机网络,0.509
N02316,N02212,optimized_by,计算机网络,0.507
N01625,N02079,evaluates,计算机网络,0.745
N02274,N02288,is_a,计算机网络,0.974
N02296,N02202,evaluates,计算机网络,0.42
N02155,N01679,compared_with,计算机网络,0.956
N02040,N02150,depends_on,计算机网络,0.781
N02421,N01936,uses,计算机网络,0.949
N02398,N02305,compared_with,计算机网络,0.731
N02425,N02149,evaluates,计算机网络,0.412
N02254,N02105,implemented_by,计算机网络,0.692
N02158,N01984,compared_with,计算机网络,0.871
N02180,N02070,evaluates,计算机网络,0.675
N02142,N01694,uses,计算机网络,0.579
N02266,N02086,uses,计算机网络,0.688
N02055,N02048,part_of,计算机网络,0.613
N01631,N02368,uses,计算机网络,0.805
N02390,N01889,depends_on,计算机网络,0.936
N02389,N02103,compared_with,计算机网络,0.403
N01734,N01920,uses,计算机网络,0.815
N02344,N01819,uses,计算机网络,0.551
N02156,N01967,part_of,计算机网络,0.626
N02337,N01992,evaluates,计算机网络,0.48
N02267,N02339,implemented_by,计算机网络,0.87
N02176,N01785,is_a,计算机网络,0.755
N02217,N02119,part_of,计算机网络,0.487
N01929,N02308,uses,计算机网络,0.862
N01892,N02370,optimized_by,计算机网络,0.932
N02370,N02252,part_of,计算机网络,0.411
N02285,N01713,implemented_by,计算机网络,0.556
N01883,N01976,evaluates,计算机网络,0.736
N01956,N01664,uses,计算机网络,0.758
N02213,N01658,compared_with,计算机网络,0.861
N02172,N01666,evaluates,计算机网络,0.65
N01952,N02332,part_of,计算机网络,0.758
N02105,N02414,depends_on,计算机网络,0.961
N02150,N02407,compared_with,计算机网络,0.694
N01730,N01862,depends_on,计算机网络,0.667
N02088,N01748,compared_with,计算机网络,0.696
N01908,N01921,evaluates,计算机网络,0.461
N02278,N02100,depends_on,计算机网络,0.597
N02082,N01847,evaluates,计算机网络,0.544
N02223,N02262,uses,计算机网络,0.877
N01793,N01973,evaluates,计算机网络,0.969
N02246,N02288,optimized_by,计算机网络,0.585
N02364,N02101,part_of,计算机网络,0.872
N01769,N02163,optimized_by,计算机网络,0.492
N02203,N02053,evaluates,计算机网络,0.778
N02071,N01872,optimized_by,计算机网络,0.461
N01936,N01965,uses,计算机网络,0.561
N01704,N01659,is_a,计算机网络,0.455
N01834,N02399,uses,计算机网络,0.802
N02380,N01663,optimized_by,计算机网络,0.818
N02251,N02376,compared_with,计算机网络,0.585
N01826,N02064,evaluates,计算机网络,0.831
N01898,N01904,implemented_by,计算机网络,0.548
N01952,N02369,compared_with,计算机网络,0.574
N01946,N01889,part_of,计算机网络,0.758
N01781,N01950,depends_on,计算机网络,0.893
N02079,N02098,implemented_by,计算机网络,0.623
N02040,N02170,part_of,计算机网络,0.634
N02229,N02373,depends_on,计算机网络,0.583
N01822,N01792,compared_with,计算机网络,0.71
N01845,N01637,implemented_by,计算机网络,0.633
N01876,N02014,is_a,计算机网络,0.915
N01744,N02042,uses,计算机网络,0.926
N01865,N02280,implemented_by,计算机网络,0.836
N02225,N01819,evaluates,计算机网络,0.532
N02135,N02149,evaluates,计算机网络,0.721
N02167,N02340,depends_on,计算机网络,0.621
N02379,N02397,part_of,计算机网络,0.89
N01681,N01748,depends_on,计算机网络,0.552
N01697,N02232,part_of,计算机网络,0.573
N01625,N02181,evaluates,计算机网络,0.443
N02313,N02357,is_a,计算机网络,0.739
N02183,N02123,compared_with,计算机网络,0.921
N01647,N01893,optimized_by,计算机网络,0.486
N02229,N01739,evaluates,计算机网络,0.44
N01829,N01827,depends_on,计算机网络,0.872
N02402,N02123,depends_on,计算机网络,0.813
N02350,N01971,implemented_by,计算机网络,0.623
N01905,N01793,optimized_by,计算机网络,0.419
N01778,N02144,evaluates,计算机网络,0.839
N02404,N02351,compared_with,计算机网络,0.849
N02069,N01986,part_of,计算机网络,0.453
N01990,N02236,optimized_by,计算机网络,0.626
N01747,N02421,depends_on,计算机网络,0.614
N02112,N02199,evaluates,计算机网络,0.541
N02176,N01842,compared_with,计算机网络,0.455
N01910,N01936,evaluates,计算机网络,0.957
N02072,N01813,depends_on,计算机网络,0.935
N02294,N01674,depends_on,计算机网络,0.648
N02331,N01959,evaluates,计算机网络,0.499
N02309,N02282,compared_with,计算机网络,0.865
N01662,N01910,is_a,计算机网络,0.627
N01845,N01884,depends_on,计算机网络,0.53
N01820,N01628,depends_on,计算机网络,0.512
N02324,N01751,uses,计算机网络,0.678
N02242,N01921,implemented_by,计算机网络,0.772
N01670,N01636,optimized_by,计算机网络,0.468
N02289,N02089,depends_on,计算机网络,0.826
N02295,N01964,depends_on,计算机网络,0.557
N01694,N02057,optimized_by,计算机网络,0.754
N02223,N02411,compared_with,计算机网络,0.777
N02168,N01727,evaluates,计算机网络,0.419
N01904,N02138,depends_on,计算机网络,0.959
N02333,N01908,compared_with,计算机网络,0.907
N01983,N02202,part_of,计算机网络,0.85
N02126,N02056,depends_on,计算机网络,0.692
N01782,N01665,part_of,计算机网络,0.727
N01719,N01725,is_a,计算机网络,0.593
N02097,N01671,compared_with,计算机网络,0.876
N02270,N02077,is_a,计算机网络,0.563
N02023,N02276,optimized_by,计算机网络,0.624
N01719,N02271,part_of,计算机网络,0.79
N01872,N02302,evaluates,计算机网络,0.43
N01862,N01852,evaluates,计算机网络,0.848
N01858,N02189,part_of,计算机网络,0.75
N01738,N02252,compared_with,计算机网络,0.524
N02043,N02133,uses,计算机网络,0.479
N01717,N01647,evaluates,计算机网络,0.563
N01708,N02169,implemented_by,计算机网络,0.936
N01715,N02138,depends_on,计算机网络,0.944
N02010,N01963,uses,计算机网络,0.794
N02201,N01997,optimized_by,计算机网络,0.552
N02329,N02390,uses,计算机网络,0.576
N01865,N02372,evaluates,计算机网络,0.428
N01678,N02097,is_a,计算机网络,0.465
N02124,N01819,part_of,计算机网络,0.911
N02315,N02303,part_of,计算机网络,0.413
N01730,N01884,evaluates,计算机网络,0.72
N02402,N02196,is_a,计算机网络,0.692
N01796,N01677,implemented_by,计算机网络,0.719
N01889,N01653,compared_with,计算机网络,0.423
N01767,N02099,uses,计算机网络,0.81
N01812,N02184,uses,计算机网络,0.862
N02049,N02201,implemented_by,计算机网络,0.728
N02367,N01961,evaluates,计算机网络,0.601
N02406,N02271,part_of,计算机网络,0.846
N01631,N01852,optimized_by,计算机网络,0.452
N02072,N01977,compared_with,计算机网络,0.839
N02119,N02124,optimized_by,计算机网络,0.859
N01845,N02363,optimized_by,计算机网络,0.887
N01718,N02217,compared_with,计算机网络,0.783
N01957,N02078,uses,计算机网络,0.896
N01855,N02321,optimized_by,计算机网络,0.539
N02220,N02005,implemented_by,计算机网络,0.912
N02242,N01989,depends_on,计算机网络,0.561
N01677,N02208,part_of,计算机网络,0.953
N02395,N01775,is_a,计算机网络,0.463
N02333,N01946,uses,计算机网络,0.639
N01819,N01848,is_a,计算机网络,0.655
N01906,N01773,compared_with,计算机网络,0.799
N01676,N01758,evaluates,计算机网络,0.833
N01906,N02345,optimized_by,计算机网络,0.664
N01819,N01701,is_a,计算机网络,0.949
N02430,N02244,compared_with,计算机网络,0.612
N02274,N02044,evaluates,计算机网络,0.788
N02149,N02151,is_a,计算机网络,0.735
N01856,N02239,evaluates,计算机网络,0.516
N02114,N02095,part_of,计算机网络,0.952
N01882,N01709,compared_with,计算机网络,0.963
N02054,N01661,depends_on,计算机网络,0.612
N01985,N01973,implemented_by,计算机网络,0.671
N02389,N02197,uses,计算机网络,0.925
N02319,N02361,uses,计算机网络,0.411
N02324,N02001,optimized_by,计算机网络,0.782
N01981,N02132,is_a,计算机网络,0.669
N01943,N01893,uses,计算机网络,0.86
N01811,N01664,uses,计算机网络,0.719
N01964,N02389,optimized_by,计算机网络,0.747
N02014,N01775,part_of,计算机网络,0.717
N01968,N01972,depends_on,计算机网络,0.704
N01669,N02244,compared_with,计算机网络,0.535
N02078,N02003,uses,计算机网络,0.559
N01844,N01934,depends_on,计算机网络,0.676
N02013,N02360,is_a,计算机网络,0.924
N01881,N02181,is_a,计算机网络,0.486
N01778,N01650,part_of,计算机网络,0.668
N02092,N01881,compared_with,计算机网络,0.486
N01685,N01724,optimized_by,计算机网络,0.809
N02291,N02128,is_a,计算机网络,0.715
N02343,N02397,uses,计算机网络,0.942
N01712,N02406,evaluates,计算机网络,0.816
N01944,N02255,implemented_by,计算机网络,0.741
N02078,N01938,optimized_by,计算机网络,0.777
N02122,N02142,depends_on,计算机网络,0.665
N01844,N02152,uses,计算机网络,0.792
N02392,N02324,compared_with,计算机网络,0.771
N01636,N02365,depends_on,计算机网络,0.853
N02229,N02236,optimized_by,计算机网络,0.428
N01939,N01628,is_a,计算机网络,0.596
N02101,N01750,depends_on,计算机网络,0.663
N02017,N02084,part_of,计算机网络,0.515
N02378,N02218,uses,计算机网络,0.498
N01780,N02388,compared_with,计算机网络,0.703
N02296,N01995,part_of,计算机网络,0.42
N01631,N02149,uses,计算机网络,0.975
N01795,N01688,uses,计算机网络,0.841
N01960,N02374,implemented_by,计算机网络,0.952
N01836,N01766,optimized_by,计算机网络,0.926
N02132,N02376,uses,计算机网络,0.74
N02061,N01985,uses,计算机网络,0.817
N01893,N01826,implemented_by,计算机网络,0.488
N02008,N02056,depends_on,计算机网络,0.628
N02375,N02198,optimized_by,计算机网络,0.63
N02232,N01954,is_a,计算机网络,0.754
N02430,N01627,is_a,计算机网络,0.884
N01648,N02321,depends_on,计算机网络,0.443
N01628,N02106,optimized_by,计算机网络,0.568
N01999,N02236,is_a,计算机网络,0.82
N01906,N02032,evaluates,计算机网络,0.684
N02100,N02146,depends_on,计算机网络,0.693
N02380,N02344,optimized_by,计算机网络,0.64
N02011,N02005,compared_with,计算机网络,0.476
N02283,N01686,part_of,计算机网络,0.655
N01999,N02182,compared_with,计算机网络,0.436
N02395,N02155,implemented_by,计算机网络,0.56
N01905,N01970,part_of,计算机网络,0.533
N02210,N02401,evaluates,计算机网络,0.413
N02039,N01983,depends_on,计算机网络,0.888
N01908,N02246,optimized_by,计算机网络,0.447
N01853,N01662,compared_with,计算机网络,0.954
N01929,N02201,implemented_by,计算机网络,0.545
N01937,N02146,evaluates,计算机网络,0.553
N01999,N02130,is_a,计算机网络,0.934
N01972,N02180,evaluates,计算机网络,0.776
N02384,N02369,evaluates,计算机网络,0.903
N02411,N01927,uses,计算机网络,0.504
N02180,N02023,compared_with,计算机网络,0.576
N01626,N02307,optimized_by,计算机网络,0.434
N02137,N02255,implemented_by,计算机网络,0.828
N02166,N02358,uses,计算机网络,0.763
N02330,N02103,implemented_by,计算机网络,0.442
N02271,N02224,depends_on,计算机网络,0.411
N02340,N01952,evaluates,计算机网络,0.845
N02063,N02398,evaluates,计算机网络,0.548
N02433,N02059,evaluates,计算机网络,0.871
N01999,N02307,compared_with,计算机网络,0.534
N01767,N02295,uses,计算机网络,0.944
N02407,N02174,evaluates,计算机网络,0.481
N01842,N02194,uses,计算机网络,0.656
N01781,N02166,implemented_by,计算机网络,0.55
N02057,N01938,implemented_by,计算机网络,0.412
N01885,N01966,uses,计算机网络,0.894
N02266,N01725,evaluates,计算机网络,0.427
N02396,N02300,compared_with,计算机网络,0.778
N02320,N01750,evaluates,计算机网络,0.769
N02077,N01629,optimized_by,计算机网络,0.741
N01704,N02362,depends_on,计算机网络,0.7
N02427,N02109,compared_with,计算机网络,0.941
N01871,N01886,evaluates,计算机网络,0.603
N02211,N01630,is_a,计算机网络,0.499
N02302,N01996,uses,计算机网络,0.664
N01642,N01981,evaluates,计算机网络,0.647
N02309,N01840,is_a,计算机网络,0.488
N01791,N01641,implemented_by,计算机网络,0.948
N02301,N02049,part_of,计算机网络,0.653
N01930,N01822,implemented_by,计算机网络,0.55
N01916,N02050,compared_with,计算机网络,0.495
N02343,N01633,part_of,计算机网络,0.812
N02016,N01932,part_of,计算机网络,0.535
N01731,N01806,uses,计算机网络,0.52
N01625,N02156,uses,计算机网络,0.459
N02098,N02001,optimized_by,计算机网络,0.837
N01674,N02304,optimized_by,计算机网络,0.941
N02199,N01792,compared_with,计算机网络,0.625
N01799,N02405,implemented_by,计算机网络,0.552
N02274,N02030,part_of,计算机网络,0.855
N01990,N01967,implemented_by,计算机网络,0.644
N02120,N02169,depends_on,计算机网络,0.437
N01965,N01827,optimized_by,计算机网络,0.617
N02109,N02416,uses,计算机网络,0.978
N02376,N02187,is_a,计算机网络,0.649
N01695,N02174,optimized_by,计算机网络,0.651
N01801,N01763,depends_on,计算机网络,0.559
N01853,N01756,compared_with,计算机网络,0.887
N01632,N02083,is_a,计算机网络,0.769
N02083,N02295,optimized_by,计算机网络,0.474
N02146,N01760,is_a,计算机网络,0.553
N02220,N02350,depends_on,计算机网络,0.62
N01893,N02152,is_a,计算机网络,0.865
N01712,N01880,evaluates,计算机网络,0.484
N02343,N01916,depends_on,计算机网络,0.645
N01759,N02348,compared_with,计算机网络,0.952
N01675,N01864,depends_on,计算机网络,0.413
N02089,N02168,part_of,计算机网络,0.452
N02407,N01789,optimized_by,计算机网络,0.57
N01652,N01938,depends_on,计算机网络,0.735
N02326,N02168,is_a,计算机网络,0.521
N02248,N02131,implemented_by,计算机网络,0.408
N01656,N01940,evaluates,计算机网络,0.968
N01996,N02185,depends_on,计算机网络,0.617
N02298,N02074,depends_on,计算机网络,0.651
N01986,N01677,part_of,计算机网络,0.748
N02226,N01847,implemented_by,计算机网络,0.901
N02104,N02396,part_of,计算机网络,0.939
N01876,N02260,evaluates,计算机网络,0.487
N02084,N01944,evaluates,计算机网络,0.493
N02186,N02169,depends_on,计算机网络,0.424
N02156,N01879,uses,计算机网络,0.551
N01997,N02009,implemented_by,计算机网络,0.895
N01752,N02093,is_a,计算机网络,0.557
N02219,N01865,depends_on,计算机网络,0.659
N02192,N02228,optimized_by,计算机网络,0.903
N01998,N02234,part_of,计算机网络,0.752
N02144,N02123,part_of,计算机网络,0.549
N02369,N02227,is_a,计算机网络,0.719
N02134,N01696,uses,计算机网络,0.505
N01903,N01919,optimized_by,计算机网络,0.597
